facility_name,facility_type_display,improved_water_supply,improved_sanitation,chalkboard_each_classroom_yn,num_tchrs_with_nce,num_tchr_full_time,num_students_total,num_classrms_total,phcn_electricity,num_toilets_total,num_students_male,num_students_female,num_tchrs_male,num_tchrs_female,date_of_survey,education_type,community,ward,management,sector,unique_lga,latitude,longitude,total_teacher,student_teacher_ratio,total_student
PASALI PRKMARY SCHOOL,Primary school only,False,False,False,4,6,396,8,False,0,231,165,4,2,2014-04-17,formal_only,PASALI,LEFU,public,education,niger,9.20780833333333,6.74827666666667,6,66.0,396
GOVERNMENT SECONDARY SCHOOL KUDNA,Junior and Senior Secondary school combined,False,False,False,8,9,549,9,False,0,362,187,9,0,2014-04-17,formal_only,KUDNA,TUFA,public,education,niger,9.16825666666667,6.77862166666667,9,61.0,549
U.B.E IFRARI,Primary school only,True,False,False,3,3,59,6,True,0,28,31,0,3,2014-04-17,integrated,Daguru,Maje,public,education,niger,9.24904,7.16399166666667,3,19.666666666666668,59
Numba tukura primary school,Primary school only,False,False,True,6,6,150,5,False,0,85,65,5,1,2014-04-17,formal_only,Numbwa tukura,Maje,public,education,niger,9.27819666666667,7.17287166666667,6,25.0,150
LGEA Primary School Oloke,Primary school only,False,False,False,4,4,113,6,False,0,68,45,4,0,2014-04-24,formal_only,Oloke Adoka,Adoka Icho,public,education,benue,7.49289524,7.90135458,4,28.25,113
UBE AYERE / UNITED LGEA SCHOOL AYERE,Pre-primary and Primary school combined,False,True,False,7,7,175,11,False,2,100,75,3,4,2014-04-17,formal_only,Ayere,Ayere Arima ward,public,education,kogi,7.704705,5.97073333333333,7,25.0,175
Kabiya primary school,Pre-primary and Primary school combined,False,False,False,1,1,122,2,False,0,58,64,1,0,2014-04-17,formal_only,Kabiya,Kusherki south,public,education,niger,10.3135983333333,6.05821166666667,1,122.0,122
Lea sch kagyal,Primary school only,True,True,False,10,10,200,13,False,3,105,95,3,7,2014-04-04,formal_only,Kagyal,Dengi,public,education,plateau,9.3546,9.9362,10,20.0,200
Rehoboth Model College,Junior and Senior Secondary school combined,True,True,False,2,9,21,5,True,2,0,21,5,4,2014-04-17,integrated,Isanlu,9,private,education,kogi,8.27006166666667,5.82995333333333,9,2.3333333333333335,21
SHE PRIMARY SCHOOL,Pre-primary and Primary school combined,True,True,False,24,34,377,10,False,8,169,208,12,22,2014-04-17,formal_only,SHE,PINA/SHE,public,education,niger,9.69094333333333,6.72086666666667,34,11.088235294117647,377
JUNIOR SECONDARY SCHOOL,Junior Secondary school only,True,True,False,10,10,187,11,False,2,102,85,7,3,2014-04-17,formal_only,SHE,PINA/SHE,public,education,niger,9.68948166666667,6.71944166666667,10,18.7,187
UBE PRARRY SCHOOL SHINKAPI,Pre-primary and Primary school combined,False,False,False,2,3,76,4,False,0,44,32,3,0,2014-04-17,formal_only,SHINKAPI,GWAM,public,education,niger,9.52745333333333,6.82403666666667,3,25.333333333333332,76
UBE PRIMARY SCHOOL GUSUPI,Pre-primary and Primary school combined,False,False,False,2,5,108,4,False,0,73,35,5,0,2014-04-17,formal_only,GUSUPI,GWAM,public,education,niger,9.495885,6.87446166666667,5,21.6,108
JAZU JATAU NOMADIC,Pre-primary and Primary school combined,False,False,False,3,5,79,3,False,0,30,49,2,3,2014-04-17,formal_only,JAZU JATAU,TUNGA MALLAM,public,education,niger,9.42039833333333,6.66144166666667,5,15.8,79
JANKPA NOMADIC SCHOOL,Pre-primary and Primary school combined,False,False,True,2,3,22,0,False,0,15,7,0,3,2014-04-17,formal_only,JANKPA,TUNGA MALLAM,public,education,niger,9.411545,6.63279666666667,3,7.333333333333333,22
LEA  PRIM. SCHOOL,Pre-primary and Primary school combined,False,True,False,10,11,261,6,False,2,143,118,11,0,2014-04-17,formal_only,NAGOPITA,TUNGA MALLAM,public,education,niger,9.36784,6.68672666666667,11,23.727272727272727,261
KUCHISAPA PRIMARY SCHOOL,Pre-primary and Primary school combined,False,True,False,5,9,153,7,False,3,77,76,8,1,2014-04-17,formal_only,KUCHISAPA,TUNGA MALLAM,public,education,niger,9.37792166666667,6.71173166666667,9,17.0,153
NUWABIYU NOMADIC,Pre-primary and Primary school combined,False,False,False,2,2,49,3,False,0,39,10,1,1,2014-04-17,formal_only,NUWABIYU,TUNGA MALLAM,public,education,niger,9.35234,6.71157,2,24.5,49
NIKUCHI NURS/PRIM. SCHOOL,Pre-primary and Primary school combined,True,True,False,9,16,578,13,False,3,292,286,8,8,2014-04-17,formal_only,NIKUCHI,TUNGA MALLAM,public,education,niger,9.34192333333333,6.67342833333333,16,36.125,578
EASY ACADEMY,Primary school only,True,True,True,8,15,190,12,True,2,102,88,7,8,2014-04-17,formal_only,BAKASSI,KURMIN SARKI,private,education,niger,9.18811166666667,7.16892166666667,15,12.666666666666666,190
HILL SIDE MODEL,Primary school only,True,True,True,43,58,1578,23,True,6,718,860,14,44,2014-04-17,formal_only,ANGUWAN IYA,KURMIN SARKI,public,education,niger,9.17833,7.17484166666667,58,27.20689655172414,1578
DODO MUSA MADARASATU,Pre-primary and Primary school combined,True,True,False,37,56,671,15,True,3,346,325,44,12,2014-04-17,integrated,ANGUWAN AHUO,KURMIN SARKI,private,education,niger,9.18515166666667,7.17767666666667,56,11.982142857142858,671
IMPACT ACADEMY SCH,Pre-primary and Primary school combined,True,True,True,0,2,2,5,True,2,1,1,1,1,2014-04-17,formal_only,OPP. NEW POST OFFICE,KURMIN SARKI,private,education,niger,9.19855666666667,7.17558166666667,2,1.0,2
Annur  lslamic model schools,Primary and Junior Secondary school combined,True,True,False,3,8,150,5,True,2,78,72,5,3,2014-04-17,integrated,Bikin lku,Maje,private,education,niger,9.19805666666667,7.20641333333333,8,18.75,150
DAY CARE CENTER,Pre-primary and Primary school combined,True,True,True,2,3,80,1,True,1,42,38,0,3,2014-04-17,formal_only,ANGUWAN KUSPA,WAMBAI,public,education,niger,9.17299166666667,7.177065,3,26.666666666666668,80
IDEAL INTL SCHOOL,Pre-primary and Primary school combined,False,True,False,1,5,90,6,False,1,53,37,1,4,2014-04-17,formal_only,IWA,KABO,private,education,niger,9.355515,7.19081833333333,5,18.0,90
SHARON NURS/PRIM SCH,Pre-primary and Primary school combined,True,True,True,8,17,144,13,True,4,74,70,7,10,2014-04-17,formal_only,GAURAKA,ZUMA WEST,private,education,niger,9.16858833333333,7.21736833333333,17,8.470588235294118,144
GONI NURSERY/ PRIMARY SCHOOL,Pre-primary and Primary school combined,True,False,False,1,10,308,6,True,0,150,158,2,8,2014-04-17,formal_only,SARKIN PAWA,SARKIN PAWA,private,education,niger,10.0169583333333,7.13139,10,30.8,308
ABUNDANT LIFE ACADEMY,Pre-primary and Primary school combined,False,False,True,3,7,74,7,False,0,41,33,1,6,2014-04-17,formal_only,GAURAKA,ZUMA EAST,private,education,niger,9.178575,7.21727166666667,7,10.571428571428571,74
Yakasai model pri school,Pre-primary and Primary school combined,True,True,False,9,20,433,7,True,5,226,207,13,7,2014-04-17,formal_only,K mata,Yakasai ward,public,education,kano,11.99719651,8.52320377,20,21.65,433
Zangina islamiyya,Primary school only,True,True,False,1,3,810,11,False,1,210,600,0,3,2014-04-17,formal_only,Hotoro south,Hotoro south,public,education,kano,11.96690661,8.59190779,3,270.0,810
Festival spc pri school,Pre-primary and Primary school combined,True,True,False,24,47,2164,24,False,26,1330,834,35,12,2014-04-17,formal_only,K wanbai,Zango ward,public,education,kano,12.00409847,8.52416356,47,46.04255319148936,2164
Giginyu islamic sch,Primary school only,False,True,False,8,18,750,14,False,6,300,450,8,10,2014-04-17,formal_only,Gigunyu,Giginyu,public,education,kano,11.98957137,8.56752177,18,41.666666666666664,750
Wisdom Academy Nursery & Pry. Sch,Pre-primary and Primary school combined,True,True,True,15,15,155,10,True,6,52,103,10,5,2014-04-06,formal_only,Kubwa,Kubwa,private,education,fct,9.1433,7.3262,15,10.333333333333334,155
LGEA primary school odenin magaji central,Pre-primary and Primary school combined,False,False,False,12,25,668,11,False,0,387,281,19,6,2014-04-17,formal_only,Odenin magaji,Odenin magaji,public,education,nasarawa,7.94811166666667,8.07458166666667,25,26.72,668
Ezube Memorial Secondary School,Junior and Senior Secondary school combined,False,False,False,11,11,193,6,False,0,124,69,8,3,2014-04-17,formal_only,Amankpuma,Okuzzu-Ukawu,public,education,ebonyi,6.05286911,7.97748494,11,17.545454545454547,193
Ndufu Amankpuma Community Primary School Ezube.,Primary school only,True,False,False,5,5,160,6,False,0,75,85,3,2,2014-04-17,formal_only,Amankpuma,Okuzzu-Ukawu,public,education,ebonyi,6.05547854,7.98676318,5,32.0,160
DAN KAWO PRIMARY SCHOOL,Primary school only,False,False,False,2,5,366,4,False,0,211,155,5,0,2014-04-17,formal_only,DAN KAWO,MASKA,public,education,katsina,11.39635457,7.3320474,5,73.2,366
Rinjin Gayya Primary School,Primary school only,False,True,True,4,5,450,3,False,2,262,188,3,2,2014-04-17,formal_only,Rinjin Gayya,Kafinsoli,public,education,katsina,12.57189126,7.74537353,5,90.0,450
Gidan Adarawa Primary School,Primary school only,True,False,True,0,2,110,3,False,0,92,18,2,0,2014-04-05,formal_only,Adarawa,Gamo,public,education,zamfara,12.3004,5.2233,2,55.0,110
LGEA Primary School Agbayi,Primary school only,False,False,False,3,5,79,3,False,0,38,41,3,2,2014-04-17,formal_only,Agbayi,Guto/Aisa,public,education,nasarawa,8.13112166666667,7.67914166666667,5,15.8,79
Unique Seed Missionary School,Pre-primary and Primary school combined,False,False,False,4,7,70,12,False,0,40,30,1,6,2014-04-17,formal_only,Obehie,Ipu East,private,education,abia,4.9539703130722,7.26195216178894,7,10.0,70
GOVT JUNIOR SECOUNDARY  SCHOOL OKPENA,Junior Secondary school only,False,True,True,8,9,101,3,False,2,59,42,8,1,2014-04-17,formal_only,OKPENA,GUTO/AISA,public,education,nasarawa,8.14499666666667,7.66057333333333,9,11.222222222222221,101
AUD,Primary and Junior Secondary school combined,False,False,False,10,10,90,10,False,0,20,70,1,9,2014-04-17,formal_only,Ayetoro gbede,Ward odokoro,public,education,kogi,7.97119166666667,5.99376833333333,10,9.0,90
Sorau primary school,Pre-primary and Primary school combined,True,True,False,3,12,712,16,False,12,366,346,11,1,2014-04-12,formal_only,Sorau,Sorau B,public,education,adamawa,9.7479,13.249,12,59.333333333333336,712
Community High school takete isao,Pre-primary and Primary school combined,False,False,False,4,6,130,6,False,0,58,72,6,0,2014-04-17,formal_only,Takete isao,Ward 06,private,education,kogi,8.15427,5.80481,6,21.666666666666668,130
UBE PRIMARY SCHOOL DNAKO,Primary school only,False,False,False,2,3,72,4,False,0,36,36,3,0,2014-04-17,formal_only,DNAKO,KUCHI,public,education,niger,9.88492166666667,6.95783666666667,3,24.0,72
AMANGWU COMMUNITY SCHOOL,Pre-primary and Primary school combined,False,True,False,0,0,0,9,False,2,0,0,0,0,2014-04-17,formal_only,Amangwu,Okamu,public,education,abia,5.66772333333333,7.87139833333333,0,nan,0
TOP NURSERY PRIMARY SCHOOL,Pre-primary and Primary school combined,True,False,False,4,13,486,16,False,0,210,276,6,7,2014-04-17,formal_only,TSOHON GARI SARKIN PAWA,DANGUNU,private,education,niger,10.01951,7.12031166666667,13,37.38461538461539,486
JBSS Guri,Junior Secondary school only,True,True,False,12,26,720,10,True,6,720,0,26,0,2014-04-17,formal_only,Guri,Guri,public,education,jigawa,12.7347373,10.41565262,26,27.692307692307693,720
Ade-Akodu Memorial School,Pre-primary and Primary school combined,True,True,False,4,5,22,7,True,2,10,12,2,3,2014-04-17,formal_only,Kubwa,Kubwa,private,education,fct,9.14671166666667,7.34281666666667,5,4.4,22
Sardauna primary school,Primary school only,True,True,False,26,31,900,16,False,12,650,250,25,6,2014-04-17,formal_only,Tsohuwar kasuwa,Isa south,public,education,sokoto,13.19913038,6.40588783,31,29.032258064516128,900
Government junior secondary school sabon layi,Junior Secondary school only,False,True,False,5,5,242,7,False,2,196,46,5,0,2014-04-17,formal_only,Sabon layi,Kakangi,public,education,kaduna,10.64529924,6.34471166,5,48.4,242
UBE sabon layi ll primary school,Primary school only,True,False,False,3,5,155,4,False,0,104,51,5,0,2014-04-17,formal_only,Ung goje,Kakangi,public,education,kaduna,10.65284206,6.29220173,5,31.0,155
GOVERNMENT SECONDARY SCHOOL,Junior and Senior Secondary school combined,True,True,True,31,31,1800,30,True,7,1100,700,18,13,2014-04-20,formal_only,SABONGARI,SABONGARI,public,education,niger,9.72647667411381,6.08429520065593,31,58.064516129032256,1800
LEA primary school ,Primary school only,False,False,False,7,9,80,8,False,0,35,45,5,4,2014-04-17,formal_only,Sat,Mushere north,public,education,plateau,9.2207275,9.06221231,9,8.88888888888889,80
Gwati primary school,Primary school only,False,False,False,2,9,154,3,False,0,88,66,6,3,2014-04-18,formal_only,Gwati,Vulpi,public,education,adamawa,9.46577845,11.68178335,9,17.11111111111111,154
Okehi Model Nur. Prim. Sch. Obangede,Pre-primary and Primary school combined,False,False,False,14,14,132,8,True,0,51,81,3,11,2014-04-27,formal_only,OBANGEDE,OBANGEDE OHUODO,public,education,kogi,7.60024028,6.2038081,14,9.428571428571429,132
Polytechnic Staff School 1,Pre-primary and Primary school combined,True,True,False,3,18,243,10,False,3,114,129,4,14,2014-04-18,formal_only,Polytechnic,8,public,education,oyo,7.43625754,3.88071567,18,13.5,243
LGEA SCHOOL LAMBETE,Primary school only,True,True,False,15,17,290,8,False,3,142,148,9,8,2014-05-02,formal_only,ETAHI,ETAHI,public,education,kogi,7.54716666666667,6.24796833333333,17,17.058823529411764,290
Community Primary School Umuogudu Akpu,Pre-primary and Primary school combined,False,False,False,13,13,430,10,False,0,196,234,8,5,2014-04-17,formal_only,Umuogudu Akpu,Umuogudu Akpu,public,education,ebonyi,6.50664486,7.91784467,13,33.07692307692308,430
LEA primary school,Primary school only,True,False,True,2,2,40,0,False,0,18,22,1,1,2014-04-17,formal_only,Funkang,Mushere north,public,education,plateau,9.21151806,9.06295694,2,20.0,40
Ado yola spri sch,Pre-primary and Primary school combined,True,True,False,32,44,1568,29,True,11,825,743,24,20,2014-04-17,formal_only,No 164 sharfadi qtrs,Shahuci ward,public,education,kano,11.99839047,8.51645916,44,35.63636363636363,1568
Kalkairu primary school,Primary school only,False,False,False,2,4,120,6,False,0,70,50,4,0,2014-04-17,formal_only,Kalkairu,Tidibale,public,education,sokoto,13.23810131,6.18613862,4,30.0,120
LEA primary school,Primary school only,True,False,False,4,5,300,6,False,0,120,180,4,1,2014-04-17,formal_only,Dignak,Mushere central,public,education,plateau,9.17604005,9.04381851,5,60.0,300
LEA primary school,Pre-primary and Primary school combined,False,False,False,2,3,105,7,False,0,56,49,3,0,2014-04-17,formal_only,Kanger 1,Mushere central,public,education,plateau,9.11544394,9.10859471,3,35.0,105
Gidan Hassan Primary School,Primary school only,False,False,False,1,7,295,6,False,0,182,113,7,0,2014-04-17,formal_only,Gidan Hassan,Tara,public,education,sokoto,13.50637213,6.41811315,7,42.142857142857146,295
LEA primary school,Pre-primary and Primary school combined,False,False,False,5,5,188,8,False,0,90,98,3,2,2014-04-17,formal_only,Kanger 2,Mushere central,public,education,plateau,9.13803566,9.11823871,5,37.6,188
African Church Pry Sch I,Primary school only,False,False,False,27,27,791,10,False,0,419,372,0,27,2014-02-26,formal_only,Alagbado,Agbado,public,education,lagos,6.67370646,3.26991171,27,29.296296296296298,791
ILGEA ARAROMI ODOKORO,"Primary, Junior and Senior Secondary school combined",False,False,False,8,8,103,8,False,0,63,40,5,3,2014-04-17,formal_only,Araromi odokoro,Araromi,public,education,kogi,7.93028166666667,6.02217666666667,8,12.875,103
LEA Primary school,Primary school only,False,False,False,3,3,130,6,False,0,40,90,3,0,2014-04-17,formal_only,Suwa,Mushere central,public,education,plateau,9.1395473,9.09168869,3,43.333333333333336,130
HABIBIYAH SOLIHIYAH NUR AND PRY SCHOOL,Pre-primary and Primary school combined,False,False,False,2,6,88,6,False,0,50,38,3,3,2014-04-17,formal_only,Adangba,Ojuekun,private,education,kwara,8.50715977,4.53865069,6,14.666666666666666,88
LEA primary school,Pre-primary and Primary school combined,False,False,False,4,4,200,8,False,0,80,120,3,1,2014-04-17,formal_only,Metzet,Mushere central,public,education,plateau,9.19029241,9.08870287,4,50.0,200
MUTUN DAYA PRIMARY SCHOOL,Primary school only,False,True,False,8,21,415,5,False,1,202,213,9,12,2014-04-18,formal_only,MUTUN DAYA,PINNA SHE,public,education,niger,9.690915,6.78240666666667,21,19.761904761904763,415
"Comprehensive Secondary School, Osaa-Okea",Junior and Senior Secondary school combined,True,False,False,13,13,92,11,False,0,40,52,4,9,2014-04-17,formal_only,Ahiaba,Ahiaba V,public,education,abia,5.15980303287506,7.43783533573151,13,7.076923076923077,92
OLAREWAJU NURSERY AND PRY SCHOOL,Pre-primary and Primary school combined,False,False,False,11,22,218,8,False,0,100,118,4,18,2014-04-17,formal_only,Adeta,Adewole,private,education,kwara,8.49211484,4.52118597,22,9.909090909090908,218
SABON GARI WANGE PRI. SCH,Primary school only,False,False,True,5,9,265,4,False,0,145,120,3,6,2014-04-28,formal_only,WANGE,WANGE,public,education,gombe,9.81300115585327,11.3851457834244,9,29.444444444444443,265
"Ritzy Nursery and Primary School, Umuokahia",Pre-primary and Primary school combined,False,True,False,6,6,40,9,True,2,27,13,0,6,2014-04-17,formal_only,Abayi,Abayi II,private,education,abia,5.13331353664398,7.39912569522858,6,6.666666666666667,40
Premier International Secondary School,Junior and Senior Secondary school combined,True,True,False,28,28,325,12,True,24,186,139,12,16,2014-04-17,formal_only,Abayi,Abayi II,private,education,abia,5.11142134666443,7.4012017250061,28,11.607142857142858,325
Umuezi Community School,Pre-primary and Primary school combined,True,False,False,15,15,201,6,False,0,91,110,2,13,2014-04-17,formal_only,Mgboko Amairi,Mgboko Amairi VI,public,education,abia,5.20270228385925,7.40953266620636,15,13.4,201
CPS Agge,Primary school only,False,False,False,3,3,150,6,False,0,55,95,3,0,2014-03-01,formal_only,Agge,11,public,education,bayelsa,5.1298619,5.39433997,3,50.0,150
Umuopara Egbelu Community School,Pre-primary and Primary school combined,False,False,False,6,6,121,7,False,0,51,70,2,4,2014-04-17,formal_only,Mgboko Umuanunu,Mgboko Umuanunu III,public,education,abia,5.2653694152832,7.54399180412292,6,20.166666666666668,121
Umuokatawon Community School,Pre-primary and Primary school combined,False,True,False,25,25,265,15,False,4,105,160,1,24,2014-04-17,formal_only,Alaukwu Ohanze,Alaukwu Ohanze VII,public,education,abia,5.1419985294342,7.44355916976929,25,10.6,265
